date,open,high,low,close,volume
2021-10-28,22.48,24.17,22.38,23.64,91058.53
2021-10-29,23.64,24.39,23.27,23.95,72516.51
2021-10-30,23.95,29.72,23.49,27.98,447353.09
2021-10-31,27.98,37.88,26.45,28.34,768851.29
2021-11-01,28.34,28.34,25.94,26.62,107529.76
2021-11-02,26.62,35.05,26.4,29.78,350743.68
2021-11-03,29.78,33.41,28.3,29.49,210916.3
2021-11-04,29.49,38.49,29.46,34.23,609719.97
2021-11-05,34.23,38.03,32.07,32.39,363102.47
2021-11-06,32.39,33.72,30.87,33.32,103364.48
2021-11-07,33.32,39.55,32.61,36.19,359667.95
2021-11-08,36.19,55.76,34.87,49.15,1328702.15
2021-11-09,49.15,100.99,46.06,72.09,4887260.91
2021-11-10,72.09,82.32,61.0,74.66,2623169.55
2021-11-11,74.66,74.66,61.47,63.37,860574.93
2021-11-12,63.37,64.66,57.11,58.76,287457.32
2021-11-13,58.76,81.7,58.76,68.28,1050575.67
2021-11-14,68.28,69.65,63.05,64.74,290075.39
2021-11-15,64.74,73.27,63.37,65.56,501532.62
2021-11-16,65.56,68.82,58.68,61.19,472138.49
2021-11-17,61.19,62.21,53.91,55.76,329472.98
2021-11-18,55.76,57.52,45.91,47.08,346328.94
2021-11-19,47.08,57.11,46.73,53.7,641074.66
2021-11-20,53.7,54.9,50.58,52.27,202382.23
2021-11-21,52.27,54.93,49.9,50.15,236208.82
2021-11-22,50.15,52.26,47.18,47.56,249117.45
2021-11-23,47.56,53.99,47.22,50.3,270126.63
2021-11-24,50.3,50.52,45.1,46.06,174744.01
2021-11-25,46.06,64.79,45.98,60.5,833747.08
2021-11-26,60.5,70.11,53.31,54.83,730741.42
2021-11-27,54.83,68.83,54.22,59.12,548037.09
2021-11-28,59.12,59.36,51.11,58.05,274755.5
2021-11-29,58.05,58.31,54.13,55.06,140259.19
2021-11-30,55.06,56.18,51.04,52.07,250109.94
2021-12-01,52.07,57.32,51.9,56.07,160900.16
2021-12-02,56.07,60.15,52.44,53.21,285348.86
2021-12-03,53.21,53.61,44.95,47.32,136192.69
2021-12-04,47.32,47.35,34.9,42.48,248263.67
2021-12-05,42.48,49.18,39.83,41.56,307556.36
2021-12-06,41.56,43.9,37.64,43.41,126794.93
2021-12-07,43.41,44.0,40.84,41.33,83290.81
2021-12-08,41.33,41.79,39.12,41.55,72729.82
2021-12-09,41.55,42.2,37.26,37.81,66690.02
2021-12-10,37.81,39.67,35.45,35.6,69206.32
2021-12-11,35.6,38.6,35.03,38.19,67636.68
2021-12-12,38.19,39.43,37.24,38.69,45388.3
2021-12-13,38.69,39.68,32.06,32.62,131763.41
2021-12-14,32.62,33.94,31.61,33.28,82555.97
2021-12-15,33.28,35.58,31.17,35.3,80945.54
2021-12-16,35.3,39.87,35.12,36.73,177530.7
2021-12-17,36.73,38.32,34.41,36.18,61743.12
2021-12-18,36.18,37.21,35.33,36.36,22599.32
2021-12-19,36.36,37.89,35.12,35.14,35373.85
2021-12-20,35.14,35.24,32.37,34.09,64935.09
2021-12-21,34.09,37.42,33.72,36.53,63129.35
2021-12-22,36.53,42.14,36.53,41.49,130666.78
2021-12-23,41.49,46.23,40.17,44.36,197697.75
2021-12-24,44.36,46.86,43.79,44.15,73778.12
2021-12-25,44.15,48.03,44.05,44.57,98350.83
2021-12-26,44.57,45.01,42.71,43.55,45463.88
2021-12-27,43.55,46.78,43.15,43.59,53197.02
2021-12-28,43.59,43.6,38.03,38.45,80976.13
2021-12-29,38.45,52.46,38.44,42.5,428061.79
2021-12-30,42.5,42.58,39.38,40.32,112636.3
2021-12-31,40.32,42.67,38.67,39.69,76577.23
2022-01-01,39.69,41.76,39.56,41.07,54769.6
2022-01-02,41.07,41.18,39.83,40.69,75314.68
2022-01-03,40.69,42.79,40.04,41.84,103604.89
2022-01-04,41.84,45.91,40.72,42.84,171366.04
2022-01-05,42.84,52.15,39.72,42.45,517832.35
2022-01-06,42.45,46.82,40.36,41.84,267319.99
2022-01-07,41.84,41.9,36.49,37.02,158054.91
2022-01-08,37.02,38.57,33.85,35.0,85210.78
2022-01-09,35.0,38.16,34.68,36.97,73260.09
2022-01-10,36.97,37.4,32.2,33.37,82405.18
2022-01-11,33.37,37.08,33.1,36.83,75772.26
2022-01-12,36.83,39.39,36.31,39.18,61216.69
2022-01-13,39.18,39.27,35.53,35.62,59757.13
2022-01-14,35.62,37.28,34.7,36.25,58477.02
2022-01-15,36.25,37.02,35.52,36.22,42646.17
2022-01-16,36.22,36.89,35.25,36.27,49914.83
2022-01-17,36.27,36.51,33.72,34.44,45347.82
2022-01-18,34.44,35.23,33.01,34.09,49840.33
2022-01-19,34.09,34.42,32.05,32.44,56076.38
2022-01-20,32.44,34.38,30.08,30.26,70736.58
2022-01-21,30.26,30.74,24.54,24.86,179733.98
2022-01-22,24.86,25.49,20.78,23.84,284183.9
2022-01-23,23.84,26.35,23.19,24.37,196166.1
2022-01-24,24.37,24.39,20.39,23.47,134291.76
2022-01-25,23.47,24.26,22.61,23.69,111928.14
2022-01-26,23.69,26.65,23.48,24.04,115508.51
2022-01-27,24.04,25.63,22.71,24.3,122534.35
2022-01-28,24.3,26.0,24.12,25.85,103624.27
2022-01-29,25.85,27.4,25.73,27.09,68496.23
2022-01-30,27.09,27.53,25.55,26.29,45728.31
2022-01-31,26.29,27.85,24.88,27.02,68774.75
2022-02-01,27.02,27.63,26.39,26.67,63095.95
2022-02-02,26.67,28.68,26.18,26.55,80466.27
2022-02-03,26.55,27.31,25.04,25.38,35425.23
2022-02-04,25.38,29.91,25.14,29.67,58202.41
2022-02-05,29.67,30.73,28.62,29.81,67797.97
2022-02-06,29.81,31.33,29.04,31.33,44505.46
2022-02-07,31.33,32.55,30.29,32.06,59379.77
2022-02-08,32.06,33.78,29.14,30.82,77601.28
2022-02-09,30.82,35.15,29.92,33.92,180054.24
2022-02-10,33.92,34.83,31.4,33.86,110527.26
2022-02-11,33.86,36.28,29.39,29.96,170498.04
2022-02-12,29.96,30.44,28.13,28.49,68697.97
2022-02-13,28.49,28.74,25.58,25.87,154000.89
2022-02-14,25.87,27.1,25.26,26.43,75723.56
2022-02-15,26.43,28.82,26.38,28.67,45934.37
2022-02-16,28.67,29.25,27.19,28.63,48686.47
2022-02-17,28.63,28.95,25.35,25.54,50368.16
2022-02-18,25.54,26.63,24.7,25.01,46787.17
2022-02-19,25.01,25.85,24.02,25.4,61050.27
2022-02-20,25.4,25.46,23.28,23.63,55750.77
2022-02-21,23.63,25.32,21.81,21.87,72891.78
2022-02-22,21.87,23.94,21.54,23.73,39122.42
2022-02-23,23.73,24.99,22.18,22.18,20476.0
2022-02-24,22.18,23.72,18.85,22.4,112726.71
2022-02-25,22.4,25.43,22.33,25.27,79190.28
2022-02-26,25.27,25.96,24.19,24.45,29312.41
2022-02-27,24.45,25.69,23.15,23.96,26803.01
2022-02-28,23.96,26.37,23.61,26.36,33973.88
2022-03-01,26.36,28.48,25.73,27.28,51296.65
2022-03-02,27.28,27.38,25.7,26.56,30583.49
2022-03-03,26.56,27.38,24.78,25.18,31035.46
2022-03-04,25.18,25.29,22.69,22.86,40268.8
2022-03-05,22.86,23.71,22.25,23.37,20055.53
2022-03-06,23.37,23.57,22.0,22.03,12140.72
2022-03-07,22.03,23.51,21.42,22.41,19323.1
2022-03-08,22.41,23.77,22.3,23.39,32411.89
2022-03-09,23.39,25.39,23.26,25.07,22430.17
2022-03-10,25.07,25.21,23.01,24.22,18366.54
2022-03-11,24.22,24.4,22.61,22.89,19528.66
2022-03-12,22.89,23.65,22.79,22.97,11827.03
2022-03-13,22.97,23.42,22.18,22.26,14453.81
2022-03-14,22.26,23.44,22.04,23.44,13330.34
2022-03-15,23.44,23.51,22.18,23.11,18760.5
2022-03-16,23.11,24.3,22.78,24.3,17540.34
2022-03-17,24.3,25.17,23.55,24.69,36500.16
2022-03-18,24.69,25.92,24.1,25.79,47804.1
2022-03-19,25.79,28.14,25.35,27.71,68677.37
2022-03-20,27.71,28.0,25.67,26.24,29895.06
2022-03-21,26.24,27.77,25.52,26.75,42034.7
2022-03-22,26.75,29.32,26.66,27.98,55180.69
2022-03-23,27.98,28.87,27.16,28.49,42430.29
2022-03-24,28.49,29.03,27.79,27.96,29339.05
2022-03-25,27.96,28.67,27.2,27.78,18790.06
2022-03-26,27.78,28.27,26.84,27.43,83180.17
2022-03-27,27.43,29.52,27.05,29.11,48610.57
2022-03-28,29.11,30.95,27.89,28.69,71234.31
2022-03-29,28.69,30.38,28.61,29.4,25699.77
2022-03-30,29.4,31.43,28.31,30.69,40822.18
2022-03-31,30.69,32.16,27.41,27.75,70094.24
2022-04-01,27.75,29.11,26.38,28.83,61157.39
2022-04-02,28.83,30.99,28.71,29.3,34316.95
2022-04-03,29.3,29.87,28.44,29.53,37184.39
2022-04-04,29.53,29.59,26.51,27.94,27785.64
2022-04-05,27.94,28.42,27.19,27.35,26603.73
2022-04-06,27.35,27.35,23.91,24.12,75198.56
2022-04-07,24.12,25.48,23.51,25.35,33656.16
2022-04-08,25.35,25.57,23.75,23.93,29061.61
2022-04-09,23.93,25.33,23.85,25.28,24371.97
2022-04-10,25.28,25.5,24.12,24.12,23286.37
2022-04-11,24.12,24.24,22.07,22.32,24295.34
2022-04-12,22.32,24.11,22.23,23.84,23365.28
2022-04-13,23.84,24.83,23.58,24.37,18858.33
2022-04-14,24.37,24.93,23.62,23.88,11725.09
2022-04-15,23.88,24.06,22.83,23.34,21310.75
2022-04-16,23.34,23.54,22.68,22.93,6420.56
2022-04-17,22.93,23.31,22.16,22.23,8479.09
2022-04-18,22.23,23.41,21.48,23.4,24816.95
2022-04-19,23.4,24.1,23.01,24.1,14908.95
2022-04-20,24.1,24.23,22.98,23.41,19990.96
2022-04-21,23.41,29.16,23.41,25.74,305606.92
2022-04-22,25.74,28.57,25.36,25.84,107193.63
2022-04-23,25.84,26.71,25.4,26.25,49010.6
2022-04-24,26.25,27.22,25.62,26.15,38132.11
2022-04-25,26.15,26.7,24.66,26.37,45871.43
2022-04-26,26.37,26.95,23.24,23.51,43691.07
2022-04-27,23.51,24.87,23.45,24.72,35755.43
2022-04-28,24.72,25.27,24.29,24.42,16279.18
2022-04-29,24.42,24.71,23.01,23.44,15041.48
2022-04-30,23.44,24.01,21.8,21.98,40251.43
2022-05-01,21.98,23.86,21.77,23.02,51697.31
2022-05-02,23.02,23.49,21.57,22.03,25254.35
2022-05-03,22.03,25.16,21.52,21.82,43425.03
2022-05-04,21.82,23.97,21.74,23.97,18699.74
2022-05-05,23.97,24.11,21.02,21.5,33777.16
2022-05-06,21.5,22.03,20.82,21.77,35121.13
2022-05-07,21.77,22.36,20.5,21.72,39948.79
2022-05-08,21.72,22.55,19.91,20.29,68946.78
2022-05-09,20.29,20.53,17.31,17.46,66333.91
2022-05-10,17.46,19.51,17.05,17.68,95943.04
2022-05-11,17.68,18.05,13.05,14.27,283150.5
2022-05-12,14.27,15.29,11.53,14.07,99488.03
2022-05-13,14.07,16.45,14.04,14.73,90782.24
2022-05-14,14.73,15.47,14.11,14.92,46699.4
2022-05-15,14.92,15.84,14.07,15.77,34362.48
2022-05-16,15.77,15.77,14.22,14.57,18911.92
2022-05-17,14.57,15.71,14.46,15.21,47320.33
2022-05-18,15.21,15.52,13.21,13.74,44546.94
2022-05-19,13.74,14.56,13.33,14.32,39995.97
2022-05-20,14.32,15.78,13.97,15.54,97589.55
2022-05-21,15.54,16.01,14.73,14.99,83499.64
2022-05-22,14.99,15.78,14.57,15.37,40514.61
2022-05-23,15.37,15.82,13.96,14.13,43566.31
2022-05-24,14.13,14.7,13.09,13.61,43723.92
2022-05-25,13.61,13.82,13.08,13.32,24843.13
2022-05-26,13.32,13.76,11.61,12.08,47311.74
2022-05-27,12.08,12.82,11.66,12.04,42760.63
2022-05-28,12.04,12.39,11.75,12.22,27006.08
2022-05-29,12.22,12.83,11.73,12.66,25396.63
2022-05-30,12.66,13.58,12.59,13.53,41439.4
2022-05-31,13.53,13.75,12.5,12.86,34491.52
2022-06-01,12.86,13.34,11.99,12.09,39124.29
2022-06-02,12.09,12.35,11.77,12.22,43642.86
2022-06-03,12.22,12.29,11.55,11.98,25360.57
2022-06-04,11.98,12.45,11.66,12.41,15936.69
2022-06-05,12.41,12.53,12.09,12.33,12840.05
2022-06-06,12.33,13.01,12.32,12.56,15784.13
2022-06-07,12.56,12.75,11.55,12.07,58304.47
2022-06-08,12.07,13.11,11.77,12.31,50013.68
2022-06-09,12.31,12.91,11.89,12.07,44960.26
2022-06-10,12.07,12.3,11.03,11.21,36679.99
2022-06-11,11.21,11.62,10.05,10.23,42946.98
2022-06-12,10.23,10.3,9.301,9.363,45737.76
2022-06-13,9.363,9.6,7.624,8.355,75685.0
2022-06-14,8.355,8.685,7.685,8.063,45718.03
2022-06-15,8.063,8.46,7.022,8.46,71588.49
2022-06-16,8.46,8.56,7.01,7.139,54294.23
2022-06-17,7.139,7.8,7.075,7.719,23160.36
2022-06-18,7.719,7.87,6.432,7.09,32748.43
2022-06-19,7.09,7.626,6.68,7.589,44996.19
2022-06-20,7.589,8.24,7.17,8.07,23981.8
2022-06-21,8.07,8.826,7.972,8.4,34905.52
2022-06-22,8.4,8.4,7.744,7.87,49648.08
2022-06-23,7.87,8.689,7.87,8.62,35405.83
2022-06-24,8.62,10.98,8.581,10.51,94271.09
2022-06-25,10.51,10.59,9.141,9.62,50969.87
2022-06-26,9.62,9.989,9.037,9.091,31963.64
2022-06-27,9.091,9.845,8.969,9.409,49750.7
2022-06-28,9.409,9.75,8.821,9.07,33854.35
2022-06-29,9.07,10.88,9.05,10.31,102064.74
2022-06-30,10.31,10.39,8.936,9.333,67532.87
2022-07-01,9.333,9.657,8.32,8.359,48623.89
2022-07-02,8.359,8.518,8.001,8.33,25420.07
2022-07-03,8.33,8.359,8.031,8.21,21911.94
2022-07-04,8.21,8.55,7.94,8.5,28456.54
2022-07-05,8.5,8.61,7.97,8.35,16332.25
2022-07-06,8.35,8.994,8.13,8.69,28325.83
2022-07-07,8.69,9.004,8.45,9.002,18274.92
2022-07-08,9.002,9.493,8.956,9.06,37274.84
2022-07-09,9.06,9.626,9.06,9.5,29434.0
2022-07-10,9.5,9.52,8.81,9.17,27104.51
2022-07-11,9.17,9.18,8.223,8.25,22859.83
2022-07-12,8.25,8.278,7.74,7.74,32791.98
2022-07-13,7.74,8.16,7.482,8.12,43094.99
2022-07-14,8.12,8.368,7.72,8.329,44167.08
2022-07-15,8.329,8.709,8.144,8.559,51451.62
2022-07-16,8.559,8.899,8.32,8.77,27336.94
2022-07-17,8.77,9.24,8.572,9.051,25453.98
2022-07-18,9.051,10.25,8.981,9.609,54898.83
2022-07-19,9.609,10.0,9.132,9.72,81643.84
2022-07-20,9.72,10.01,8.862,9.014,30520.79
2022-07-21,9.014,9.31,8.7,9.23,29254.74
2022-07-22,9.23,9.39,8.761,8.931,21928.49
2022-07-23,8.931,9.31,8.8,8.99,16190.45
2022-07-24,8.99,9.416,8.94,9.1,10324.3
2022-07-25,9.1,9.2,8.391,8.441,22290.03
2022-07-26,8.441,8.441,7.95,8.28,23473.82
2022-07-27,8.28,8.819,8.092,8.8,30523.67
2022-07-28,8.8,16.17,8.7,12.01,475598.87
2022-07-29,12.01,15.53,11.28,12.53,557357.12
2022-07-30,12.53,13.41,11.57,11.6,134493.89
2022-07-31,11.6,12.49,11.43,11.52,51090.46
2022-08-01,11.52,11.97,10.95,11.25,30974.95
2022-08-02,11.25,11.72,10.41,11.02,40921.45
2022-08-03,11.02,11.68,10.59,10.82,31739.24
2022-08-04,10.82,12.45,10.77,11.07,80749.27
2022-08-05,11.07,12.88,11.05,12.03,93108.46
2022-08-06,12.03,12.31,11.54,11.63,21792.52
2022-08-07,11.63,11.91,11.34,11.74,22933.39
2022-08-08,11.74,12.1,11.45,11.72,27437.83
2022-08-09,11.72,12.05,10.97,11.36,60900.32
2022-08-10,11.36,12.64,10.99,12.16,28706.68
2022-08-11,12.16,12.28,11.62,11.8,19499.93
2022-08-12,11.8,14.98,11.33,12.4,125223.65
2022-08-13,12.4,12.55,12.0,12.18,25453.98
2022-08-14,12.18,12.57,11.68,11.81,44868.78
2022-08-15,11.81,12.2,11.55,11.94,18564.45
2022-08-16,11.94,12.59,11.77,12.36,40268.2
2022-08-17,12.36,12.74,11.16,11.36,55054.58
2022-08-18,11.36,11.96,10.49,11.03,27249.02
2022-08-19,11.03,11.06,9.644,9.77,75193.24
2022-08-20,9.77,10.77,9.625,10.01,54979.58
2022-08-21,10.01,10.56,9.95,10.41,15720.74
2022-08-22,10.41,10.41,9.7,10.09,25522.86
2022-08-23,10.09,10.73,9.715,10.63,75073.92
2022-08-24,10.63,11.43,10.38,11.09,47797.72
2022-08-25,11.09,11.82,10.99,11.38,33309.59
2022-08-26,11.38,12.15,10.41,10.53,61925.3
2022-08-27,10.53,10.83,9.831,10.0,26299.64
2022-08-28,10.0,10.13,9.451,9.512,16992.08
2022-08-29,9.512,10.28,9.361,10.28,17403.17
2022-08-30,10.28,10.57,9.741,10.09,16373.73
2022-08-31,10.09,10.62,10.05,10.1,10734.42
2022-09-01,10.1,10.4,9.671,10.09,11233.5
2022-09-02,10.09,10.44,9.864,10.18,13717.16
2022-09-03,10.18,10.24,9.89,10.12,7510.97
2022-09-04,10.12,10.75,10.1,10.54,12576.58
2022-09-05,10.54,10.97,10.25,10.8,20754.69
2022-09-06,10.8,10.94,9.464,9.482,48125.65
2022-09-07,9.482,10.33,9.31,10.18,28426.48
2022-09-08,10.18,10.71,9.712,9.92,44602.67
2022-09-09,9.92,10.81,9.9,10.72,44084.89
2022-09-10,10.72,11.45,10.59,10.95,99003.83
2022-09-11,10.95,11.37,10.88,11.23,38473.14
2022-09-12,11.23,11.53,10.4,11.02,26117.81
2022-09-13,11.02,11.21,9.652,9.73,55415.55
2022-09-14,9.73,10.04,9.565,10.0,17149.7
2022-09-15,10.0,10.0,9.21,9.29,38268.86
2022-09-16,9.29,9.657,9.12,9.36,18424.35
2022-09-17,9.36,9.69,9.36,9.64,4113.48
2022-09-18,9.64,9.68,8.377,8.65,18304.93
2022-09-19,8.65,9.309,8.404,9.079,23088.34
2022-09-20,9.079,9.2,8.79,8.99,8598.62
2022-09-21,8.99,9.489,8.54,8.8,19893.37
2022-09-22,8.8,9.62,8.73,9.47,12718.52
2022-09-23,9.47,9.7,8.97,9.521,13917.0
2022-09-24,9.521,9.78,9.26,9.37,9525.68
2022-09-25,9.37,9.63,9.13,9.24,8578.51
2022-09-26,9.24,9.38,8.91,9.07,31394.23
2022-09-27,9.07,9.51,8.81,8.89,44571.81
2022-09-28,8.89,8.96,8.56,8.87,14289.31
2022-09-29,8.87,9.08,8.786,9.04,11458.98
2022-09-30,9.04,9.21,8.95,9.0,13246.17
2022-10-01,9.0,9.1,8.94,9.03,6231.63
2022-10-02,9.03,9.07,8.69,8.731,13393.46
2022-10-03,8.731,9.05,8.623,9.04,11297.49
2022-10-04,9.04,9.927,8.97,9.293,38207.9
2022-10-05,9.293,9.31,8.95,9.27,9229.56
2022-10-06,9.27,9.54,9.26,9.44,16006.13
2022-10-07,9.44,9.5,9.13,9.28,5500.11
2022-10-08,9.266,9.473,8.956,9.224,14182.65
2022-10-09,9.22,9.4,9.2,9.36,10928.74
2022-10-10,9.36,9.54,9.09,9.1,18514.21
2022-10-11,9.1,9.1,8.751,8.81,11027.35
2022-10-12,8.81,9.03,8.77,8.85,9544.46
2022-10-13,8.85,8.86,7.882,8.67,26765.53
2022-10-14,8.67,8.93,8.34,8.44,7585.15
2022-10-15,8.44,8.56,8.3,8.44,5361.39
2022-10-16,8.44,8.78,8.43,8.7,4132.52
2022-10-17,8.7,8.98,8.63,8.89,9170.85
2022-10-18,8.89,9.0,8.52,8.71,12209.78
2022-10-19,8.71,8.73,8.311,8.39,13588.7
2022-10-20,8.39,8.89,8.302,8.84,11804.78
2022-10-21,8.84,8.93,8.33,8.77,15582.83
2022-10-22,8.77,8.96,8.64,8.79,6901.86
2022-10-23,8.79,9.08,8.73,8.96,7906.64
2022-10-24,8.96,9.01,8.67,8.69,16557.42
2022-10-25,8.69,9.14,8.53,8.98,8709.52
2022-10-26,8.98,9.447,8.97,9.32,22378.6
2022-10-27,9.32,9.576,8.991,9.013,15238.65
2022-10-28,9.013,9.4,8.96,9.3,20506.91
2022-10-29,9.3,9.76,9.3,9.4,29625.72
2022-10-30,9.4,9.777,9.151,9.33,9329.33
2022-10-31,9.33,9.65,9.12,9.37,20109.39
2022-11-01,9.37,9.68,9.35,9.412,12999.47
2022-11-02,9.412,9.53,8.878,9.16,21764.05
2022-11-03,9.16,11.61,9.16,10.25,254983.4
2022-11-04,10.25,10.75,10.08,10.65,13803.35
2022-11-05,10.65,10.76,10.13,10.37,38412.79
2022-11-06,10.37,11.14,9.805,9.871,116159.81
2022-11-07,9.871,11.89,9.602,10.96,159812.95
2022-11-08,10.96,11.01,7.707,8.606,86983.35
2022-11-09,8.606,8.672,6.787,7.11,166973.04
2022-11-10,7.11,8.52,7.0,8.03,65975.36
2022-11-11,8.03,8.124,7.179,7.66,27250.59
2022-11-12,7.66,7.66,6.69,6.81,173765.01
2022-11-13,6.81,7.14,6.57,6.68,69461.72
2022-11-14,6.68,7.0,6.341,6.94,23643.06
2022-11-15,6.94,7.55,6.91,7.331,31050.31
2022-11-16,7.331,7.418,6.893,7.14,31877.05
2022-11-17,7.14,7.317,7.031,7.3,27354.42
2022-11-18,7.3,7.46,7.2,7.25,21810.55
2022-11-19,7.25,7.43,7.034,7.39,14057.04
2022-11-20,7.39,7.42,6.88,6.93,17806.75
2022-11-21,6.93,7.099,6.68,6.95,29639.08
2022-11-22,6.95,7.189,6.8,7.13,10466.58
2022-11-23,7.13,7.417,7.1,7.319,7605.92
2022-11-24,7.319,7.508,7.26,7.41,13971.77
2022-11-25,7.41,7.557,7.15,7.492,18740.06
2022-11-26,7.492,7.737,7.3,7.36,41036.58
2022-11-27,7.36,7.718,7.36,7.446,13792.54
2022-11-28,7.446,7.56,7.104,7.46,8735.74
2022-11-29,7.46,7.57,7.35,7.43,19967.33
2022-11-30,7.43,7.65,7.292,7.55,14623.31
2022-12-01,7.55,7.816,7.414,7.498,14364.75
2022-12-02,7.498,7.688,7.44,7.62,9552.43
2022-12-03,7.62,7.65,7.307,7.341,24333.51
2022-12-04,7.316,7.543,7.339,7.483,21495.89
2022-12-05,7.48,7.67,7.412,7.57,11820.23
2022-12-06,7.57,7.84,7.492,7.559,17538.03
2022-12-07,7.559,7.66,7.121,7.17,20456.66
2022-12-08,7.17,7.482,7.014,7.278,46979.16
2022-12-09,7.278,7.31,7.172,7.232,14417.95
2022-12-10,7.232,7.614,7.201,7.306,167797.83
2022-12-11,7.307,7.342,7.019,7.035,92720.42
2022-12-12,7.05,7.05,6.732,6.82,14598.39
2022-12-13,6.82,6.904,6.57,6.69,59837.67
2022-12-14,6.69,6.95,6.642,6.74,62054.61
2022-12-15,6.74,6.75,6.45,6.47,55869.12
2022-12-16,6.47,6.6,5.481,5.535,129049.62
2022-12-17,5.535,5.789,5.535,5.77,40425.11
2022-12-18,5.77,5.82,5.66,5.693,23587.06
2022-12-19,5.693,5.759,5.301,5.38,94907.26
2022-12-20,5.38,5.77,5.35,5.69,174291.17
2022-12-21,5.69,5.75,5.53,5.631,121024.15
2022-12-22,5.631,5.69,5.44,5.66,122767.32
2022-12-23,5.66,5.69,5.53,5.6,124450.76
2022-12-24,5.6,5.62,5.47,5.59,138916.0
2022-12-25,5.59,5.66,5.5,5.6,124878.87
2022-12-26,5.6,5.63,5.351,5.42,136868.92
2022-12-27,5.42,5.46,5.052,5.08,65554.06
2022-12-28,5.08,5.1,4.611,4.67,77934.6
2022-12-29,4.67,4.76,4.32,4.599,42497.53
2022-12-30,4.599,4.782,4.324,4.43,60548.38
2022-12-31,4.43,4.708,4.393,4.52,55076.14
2023-01-01,4.52,4.6,4.46,4.59,38693.19
2023-01-02,4.59,4.7,4.503,4.66,65527.84
2023-01-03,4.66,4.8,4.64,4.69,24081.28
2023-01-04,4.69,4.84,4.631,4.71,80730.22
2023-01-05,4.71,4.77,4.461,4.5,16919.71
2023-01-06,4.5,4.54,4.267,4.44,41188.96
2023-01-07,4.44,4.589,4.421,4.53,28674.24
2023-01-08,4.53,4.875,4.45,4.709,41974.62
2023-01-09,4.709,4.979,4.709,4.89,95238.78
2023-01-10,4.89,5.399,4.751,4.989,55586.91
2023-01-11,4.989,5.059,4.79,5.04,22452.95
2023-01-12,5.04,5.319,4.916,5.24,30778.43
2023-01-13,5.24,5.559,5.166,5.559,48421.45
2023-01-14,5.559,6.197,5.512,6.0,128238.81
2023-01-15,6.0,6.226,5.759,6.03,99646.36
2023-01-16,6.03,6.333,5.851,6.121,100510.8
2023-01-17,6.121,6.339,5.973,6.032,78975.84
2023-01-18,6.032,6.249,5.386,5.392,60945.61
2023-01-19,5.392,5.54,5.302,5.471,24351.08
2023-01-20,5.471,6.467,5.44,6.374,47880.31
2023-01-21,6.374,6.715,6.219,6.31,79026.73
2023-01-22,6.31,6.909,6.288,6.58,47240.78
2023-01-23,6.58,6.848,6.522,6.69,36537.75
2023-01-24,6.69,6.921,6.415,6.67,56501.53
2023-01-25,6.67,9.129,6.276,7.495,311074.86
2023-01-26,7.495,7.804,7.299,7.545,68590.72
2023-01-27,7.547,10.37,7.346,7.558,105140.02
2023-01-28,7.589,7.758,7.281,7.35,25325.64
2023-01-29,7.35,7.52,7.27,7.46,36823.17
2023-01-30,7.46,7.56,6.852,7.15,66371.18
2023-01-31,7.15,7.947,6.96,7.371,87920.26
2023-02-01,7.371,7.612,6.89,7.521,71847.46
2023-02-02,7.521,7.83,7.431,7.56,42081.49
2023-02-03,7.56,8.701,7.427,8.382,129266.62
2023-02-04,8.382,8.681,8.33,8.53,81685.96
2023-02-05,8.53,8.821,8.179,8.5,83521.56
2023-02-06,8.5,9.227,8.5,8.9,70231.19
2023-02-07,8.9,11.41,8.81,10.34,190057.69
2023-02-08,10.34,10.56,9.822,10.2,61820.15
2023-02-09,10.2,10.76,8.412,8.819,156220.46
2023-02-10,8.819,9.305,8.418,8.982,52518.27
2023-02-11,8.982,9.658,8.809,9.51,50077.53
2023-02-12,9.51,9.53,8.924,9.05,20588.8
2023-02-13,9.05,9.428,8.482,8.711,37566.96
2023-02-14,8.711,9.405,8.71,9.121,55142.41
2023-02-15,9.121,9.56,8.79,9.52,166536.44
2023-02-16,9.52,9.869,9.042,9.1,148343.3
2023-02-17,9.1,9.64,8.921,9.06,140549.93
2023-02-18,9.06,9.371,8.873,9.031,107255.5
2023-02-19,9.031,9.289,8.7,8.92,116471.37
2023-02-20,8.92,9.27,8.772,9.03,98978.63
2023-02-21,9.03,9.249,8.412,8.64,83771.0
2023-02-22,8.64,8.759,8.105,8.401,45479.58
2023-02-23,8.401,8.669,8.119,8.28,52771.35
2023-02-24,8.28,8.449,7.473,7.64,132661.77
2023-02-25,7.636,7.72,7.131,7.51,152444.14
2023-02-26,7.51,7.87,7.442,7.811,14385.01
2023-02-27,7.811,7.91,7.363,7.61,85804.97
2023-02-28,7.61,7.643,7.011,7.03,113107.77
2023-03-01,7.03,7.36,6.852,7.21,124274.7
2023-03-02,7.21,7.29,6.751,6.97,120399.67
2023-03-03,6.97,6.981,6.017,6.4,123857.63
2023-03-04,6.4,6.46,5.865,6.01,95603.22
2023-03-05,6.01,6.27,5.881,5.92,103886.57
2023-03-06,5.92,6.2,5.82,6.17,107344.06
2023-03-07,6.17,6.22,5.78,6.0,153987.21
2023-03-08,6.0,6.02,5.531,5.64,169443.11
2023-03-09,5.64,5.85,5.242,5.44,226522.62
2023-03-10,5.44,5.44,5.01,5.29,234629.89
